"rowid","label","word"
19,"0","doesnt"
19,"0","pay"
19,"0","spa"
19,"0","days"
19,"0","garren"
19,"0","ny"
20,"0","hate"
20,"0","skins"
20,"0","owner"
20,"0","sucks"
20,"0","al"
20,"0","davis"
20,"0","retire"
20,"0","kids"
21,"1","damn"
21,"1","constant"
21,"1","banoffee"
21,"1","pie"
21,"1","mentions"
21,"1","tempting"
21,"1","lol"
22,"0","damn"
22,"0","bought"
23,"0","daniel"
23,"0","fat"
23,"0","loss"
23,"0","seminars"
23,"0","january"
23,"0","ive"
23,"0","heard"
23,"0","lots"
23,"0","aussies"
23,"0","youd"
24,"1","hate"
24,"1","cleo"
24,"1","win"
24,"1","youre"
24,"1","breaking"
24,"1","heart"
25,"0","ergh"
25,"0","hate"
25,"0","happened"
25,"0","plenty"
25,"0","times"
25,"0","wear"
25,"0","thick"
25,"0","socks"
26,"0","time"
26,"0","blinkies"
26,"0","im"
26,"0","shocked"
26,"0","damn"
26,"0","cute"
27,"1","fat"
27,"1","bastard"
27,"1","sends"
27,"1","hugs"
27,"1","retweet"
27,"1","austin"
27,"1","girl"
27,"1","blog"
27,"1","feedback"
27,"1","writing"
28,"0","french"
28,"0","hes"
28,"0","scottish"
28,"0","damn"
28,"0","lol"
29,"1","fuck"
29,"1","yeah"
30,"0","fucking"
30,"0","tweet"
30,"0","nc"
30,"0","tweeting"
31,"0","ha"
31,"0","ha"
31,"0","true"
31,"0","half"
31,"0","product"
31,"0","halfass"
31,"0","product"
31,"0","dont"
32,"1","hahaha"
32,"1","youre"
32,"1","silly"
32,"1","dayum"
32,"1","im"
32,"1","kinda"
32,"1","limping"
32,"1","hip"
32,"1","hurting"
32,"1","badly"
32,"1","sucks"
33,"0","hate"
33,"0","break"
33,"0","ya"
33,"0","hd"
33,"0","dvd"
33,"0","dead"
33,"0","cheap"
33,"0","hd"
33,"0","stuff"
33,"0","supported"
33,"0","live"
33,"0","bluray"
34,"0","im"
34,"0","gonna"
34,"0","laugh"
34,"0","robocop"
34,"0","time"
34,"0","guy"
34,"0","dick"
34,"0","jones"
34,"0","dick"
34,"0","jones"
34,"0","aka"
34,"0","dw"
35,"0","agree"
35,"0","stevenotes"
35,"0","damn"
36,"0","wait"
36,"0","im"
36,"0","level"
36,"0","damn"
36,"0","osterich"
36,"0","blood"
36,"0","elf"
37,"0","gotta"
37,"0","im"
37,"0","glad"
37,"0","id"
37,"0","hate"
37,"0","time"
37,"0","functional"
38,"0","wasnt"
38,"0","twitter"
38,"0","yesterday"
38,"0","belated"
38,"0","fucks"
38,"0","sake"
38,"0","unbelievable"
38,"0","shitter"
39,"0","ice"
39,"0","yesnever"
39,"0","ice"
39,"0","cube"
39,"0","hes"
39,"0","badass"
39,"0","cool"
40,"0","sweet"
40,"0","deal"
40,"0","product"
40,"0","customer"
40,"0","service"
40,"0","sucks"
40,"0","pooh"
40,"0","tho"
41,"0","video"
41,"0","kicked"
41,"0","ass"
41,"0","nice"
41,"0","people"
41,"0","effort"
41,"0","listening"
42,"1","dnd"
42,"1","podcasts"
42,"1","fuck"
42,"1","yeah"
43,"1","yikes"
43,"1","hate"
43,"1","willingly"
43,"1","toilet"
43,"1","boys"
43,"1","wont"
44,"0","yeah"
44,"0","calories"
44,"0","carbs"
44,"0","fat"
44,"0","amazing"
44,"0","eh"
45,"0","totally"
45,"0","kick"
45,"0","ass"
46,"0","retweeter"
46,"0","sucks"
46,"0","stand"
46,"0","peeps"
46,"0","hubby"
46,"0","gift"
46,"0","hope"
46,"0","life"
47,"0","rr"
47,"0","whup"
47,"0","jts"
47,"0","ass"
48,"0","rubackys"
48,"0","damn"
48,"0","cute"
48,"0","hes"
48,"0","ams"
49,"0","damn"
49,"0","slow"
49,"0","depressing"
50,"0","thankfully"
50,"0","havent"
50,"0","ice"
50,"0","lot"
50,"0","rain"
50,"0","hate"
50,"0","ice"
50,"0","bust"
50,"0","shit"
51,"0","hugs"
51,"0","sucks"
51,"0","relationship"
51,"0","timing"
51,"0","people"
52,"0","remember"
52,"0","onshore"
52,"0","fields"
52,"0","late"
52,"0","bu"
52,"0","hasa"
52,"0","habshan"
52,"0","damn"
52,"0","remember"
52,"0","rest"
52,"0","times"
53,"0","fucking"
53,"0","love"
53,"0","women"
53,"0","damn"
54,"0","uh"
54,"0","fail"
54,"0","whale"
54,"0","fail"
54,"0","whale"
54,"0","whistling"
54,"0","nonchalantly"
55,"0","desing"
55,"0","discussions"
55,"0","artists"
55,"0","fuck"
55,"0","past"
55,"0","thier"
55,"0","day"
55,"0","job"
55,"0","art"
56,"0","frisco"
56,"0","yearsdamn"
56,"0","crazy"
57,"0","twitter"
57,"0","id"
57,"0","love"
57,"0","munchkinthemed"
57,"0","fail"
57,"0","whale"
58,"0","didnt"
58,"0","grab"
58,"0","ass"
58,"0","seriouslyi"
58,"0","lots"
58,"0","grab"
58,"0","assing"
58,"0","sayin"
59,"0","word"
59,"0","dragonball"
59,"0","movie"
59,"0","trailer"
59,"0","offically"
59,"0","upset"
59,"0","mad"
59,"0","cheesy"
59,"0","bootleg"
59,"0","chow"
59,"0","yun"
59,"0","fat"
59,"0","cool"
59,"0","dude"
60,"0","yea"
60,"0","bloggers"
60,"0","fking"
60,"0","hate"
60,"0","bloggers"
61,"1","yep"
61,"1","im"
61,"1","real"
61,"1","ass"
62,"0","yep"
62,"0","plan"
62,"0","shd"
62,"0","fund"
62,"0","surgeries"
62,"0","coming"
62,"0","damn"
62,"0","shd"
62,"0","send"
62,"0","email"
62,"0","lol"
63,"0","tired"
63,"0","hate"
63,"0","customer"
63,"0","funnies"
63,"0","funnier"
63,"0","service"
64,"1","action"
64,"1","daniel"
64,"1","dont"
64,"1","forget"
64,"1","record"
64,"1","fat"
64,"1","loss"
64,"1","seminar"
65,"0","bitch"
65,"0","slappin"
65,"0","kevinrose"
65,"0","da"
65,"0","weather"
65,"0","lol"
66,"1","trust"
66,"1","adamcallender"
66,"1","win"
66,"1","biggest"
66,"1","loser"
66,"1","contest"
67,"0","doesnt"
67,"0","barely"
67,"0","hapa"
67,"0","lol"
67,"0","bitch"
68,"0","design"
68,"0","unmetal"
68,"0","hellametal"
68,"0","kim"
68,"0","singhss"
68,"0","badass"
68,"0","blingee"
68,"0","pot"
68,"0","leafs"
68,"0","purple"
68,"0","pegasus"
70,"0","steffy"
71,"0","sad"
71,"0","stuff"
71,"0","hate"
71,"0","movies"
71,"0","animals"
71,"0","die"
71,"0","cry"
71,"0","time"
72,"0","haa"
72,"0","guessedd"
72,"0","righh"
72,"0","dr"
72,"0","mar"
72,"0","ilovee"
72,"0","picture"
72,"0","mayb"
72,"0","becuase"
72,"0","youhr"
72,"0","babe"
73,"0","hellz"
73,"0","yeahh"
73,"0","im"
73,"0","qoinqq"
73,"0","wannah"
73,"0","quys"
73,"0","duhh"
74,"0","question"
75,"0","rape"
76,"0","woaa"
76,"0","likee"
76,"0","dude"
76,"0","im"
76,"0","youhr"
76,"0","backround"
76,"0","awesom"
76,"0","ilybbyy"
77,"0","marr"
77,"0","lol"
77,"0","itss"
77,"0","yuhh"
77,"0","boo"
77,"0","hahaha"
77,"0","noo"
77,"0","durr"
77,"0","suckk"
77,"0","na"
77,"0","lov"
77,"0","yu"
77,"0","ee"
78,"0","santa"
78,"0","italian"
78,"0","pasta"
78,"0","fat"
79,"0","fuck"
79,"0","sarah"
79,"0","palin"
79,"0","political"
79,"0","version"
79,"0","sanjayaperfection"
80,"0","ahaha"
80,"0","hii"
80,"0","ceara"
81,"0","taelin"
81,"0","walker"
81,"0","webb"
82,"0","rawr"
83,"0","wearr"
83,"0","haha"
83,"0","okayr"
87,"0","job"
87,"0","sucks"
87,"0","lt"
91,"0","awhh"
92,"0","aww"
92,"0","yeahh"
92,"0","friend"
92,"0","raphaela"
92,"0","haha"
92,"0","german"
92,"0","guess"
92,"0","thts"
92,"0","lmao"
93,"0","hahah"
94,"0","hahaha"
94,"0","aw"
95,"0","hey"
95,"0","means"
95,"0","alot"
95,"0","isr"
96,"0","lovwe"
96,"0","meet"
96,"0","haha"
96,"0","jo"
96,"0","grannys"
97,"0","omg"
101,"0","hmm"
101,"0","lol"
102,"0","ugh"
104,"0","computers"
104,"0","dumb"
104,"0","yup"
104,"0","didnt"
104,"0","weekendhaha"
107,"0","awhh"
107,"0","hahaha"
107,"0","thanlyou"
108,"0","aw"
108,"0","thankyou"
108,"0","loveyoutod"
109,"0","hahahaha"
110,"0","hahahahahahahah"
111,"0","love"
112,"0","thankyou"
112,"0","soo"
112,"0","nice"
116,"0","umm"
116,"0","walk"
116,"0","remember"
116,"0","song"
116,"0","ugh"
116,"0","alot"
116,"0","haha"
116,"0","hbu"
120,"0","ily"
120,"0","haha"
121,"0","degrees"
122,"0","ive"
122,"0","watched"
122,"0","horror"
122,"0","movies"
122,"0","scared"
122,"0","shit"
122,"0","lol"
123,"0","months"
124,"0","totally"
124,"0","telepathically"
124,"0","read"
124,"0","mindsr"
124,"0","im"
124,"0","fairy"
124,"0","world"
124,"0","spread"
124,"0","sparkles"
124,"0","elses"
124,"0","lifer"
124,"0","drink"
124,"0","entire"
124,"0","gallon"
124,"0","oj"
124,"0","drink"
124,"0","mess"
124,"0","nobodys"
124,"0","businessr"
124,"0","eat"
124,"0","dreams"
124,"0","dont"
124,"0","eat"
124,"0","days"
124,"0","change"
124,"0","weather"
124,"0","emotion"
125,"0","sky"
125,"0","dive"
125,"0","bungie"
125,"0","jump"
125,"0","visit"
125,"0","concerts"
125,"0","spend"
125,"0","day"
125,"0","hanging"
125,"0","celebs"
125,"0","travel"
125,"0","world"
125,"0","visit"
125,"0","disneylands"
125,"0","world"
125,"0","job"
125,"0","love"
125,"0","family"
125,"0","idk"
125,"0","haha"
126,"0","ish"
127,"0","lol"
128,"0","haha"
128,"0","bornwas"
128,"0","dohi"
128,"0","didnt"
128,"0","haha"
130,"0","wow"
130,"0","panama"
130,"0","graduation"
130,"0","girls"
130,"0","vaca"
132,"0","pm"
133,"0","mins"
133,"0","tops"
134,"0","lolz"
134,"0","hmm"
134,"0","im"
135,"0","grade"
135,"0","friday"
135,"0","night"
135,"0","football"
135,"0","game"
135,"0","guy"
135,"0","haha"
136,"0","bunch"
136,"0","im"
136,"0","white"
136,"0","lies"
136,"0","hardest"
136,"0","remember"
137,"0","cami"
137,"0","gym"
137,"0","shorts"
137,"0","haha"
138,"0","utopia"
139,"0","times"
140,"0","flame"
140,"0","torch"
141,"0","hemp"
141,"0","bracelet"
141,"0","sister"
141,"0","left"
141,"0","wrist"
141,"0","favorite"
141,"0","rings"
141,"0","earrings"
141,"0","toolets"
141,"0","count"
142,"0","house"
143,"0","kids"
143,"0","cereal"
145,"0","loud"
145,"0","shakin"
145,"0","dancing"
145,"0","singin"
145,"0","toy"
145,"0","colorful"
145,"0","makes"
145,"0","learn"
145,"0","lots"
145,"0","stuff"
146,"0","magazine"
147,"0","nevershoutnever"
147,"0","video"
148,"0","nice"
148,"0","monster"
148,"0","wanna"
148,"0","closet"
148,"0","monster"
148,"0","hides"
148,"0","closet"
148,"0","im"
148,"0","nice"
148,"0","kid"
148,"0","friend"
148,"0","play"
149,"0","nursing"
149,"0","degree"
149,"0","alreadyr"
149,"0","lott"
149,"0","land"
149,"0","live"
149,"0","ofr"
149,"0","money"
149,"0","entire"
149,"0","life"
149,"0","aheadr"
149,"0","amp"
149,"0","dog"
149,"0","bullmastiff"
149,"0","purebreed"
149,"0","love"
150,"0","painted"
150,"0","wooden"
150,"0","dragon"
151,"0","piece"
151,"0","grass"
152,"0","scientist"
152,"0","lol"
153,"0","sunrise"
153,"0","hot"
153,"0","pink"
153,"0","orange"
153,"0","yellows"
153,"0","blues"
153,"0","black"
153,"0","tree"
153,"0","skyline"
153,"0","hints"
153,"0","purple"
153,"0","pretty"
153,"0","sweet"
153,"0","weekly"
154,"0","thong"
155,"0","tonn"
155,"0","dont"
155,"0","bf"
155,"0","hug"
156,"0","week"
156,"0","ago"
158,"0","writer"
158,"0","writer"
158,"0","creative"
158,"0","novelist"
158,"0","bad"
159,"0","amp"
159,"0","months"
160,"0","ajobbeing"
161,"0","aaron"
161,"0","carter"
161,"0","bayside"
161,"0","secondhand"
161,"0","serenade"
161,"0","hoping"
161,"0","haley"
161,"0","carrie"
161,"0","underwood"
162,"0","lol"
162,"0","havent"
162,"0","hot"
163,"0","month"
163,"0","ago"
163,"0","yearly"
163,"0","check"
164,"0","schmidt"
164,"0","movie"
164,"0","couldnt"
164,"0","save"
164,"0","life"
164,"0","love"
164,"0","jack"
164,"0","nicholson"
164,"0","movie"
164,"0","horrible"
165,"0","accomplishment"
166,"0","experience"
166,"0","fake"
166,"0","friend"
167,"0","adidas"
168,"0","ah"
168,"0","griffen"
168,"0","house"
168,"0","idk"
168,"0","makes"
168,"0","happy"
169,"0","ah"
169,"0","griffen"
169,"0","house"
170,"0","aha"
170,"0","love"
171,"0","ahaha"
172,"0","ahaha"
172,"0","thankss"
172,"0","kidd"
172,"0","ndd"
172,"0","yeah"
172,"0","knoo"
172,"0","reallyy"
172,"0","huhtheeree"
172,"0","soo"
172,"0","stupidd"
172,"0","scaredd"
172,"0","sayy"
172,"0","anythingg"
172,"0","myy"
173,"0","ahaha"
173,"0","yess"
173,"0","aint"
173,"0","dat"
173,"0","rite"
173,"0","truace"
173,"0","haha"
173,"0","awesome"
173,"0","tho"
173,"0","bck"
173,"0","lol"
173,"0","jk"
174,"0","ahahah"
174,"0","ndd"
174,"0","ii"
174,"0","lovee"
174,"0","mee"
174,"0","alott"
174,"0","myy"
174,"0","lil"
174,"0","floricell"
175,"0","ahahaha"
175,"0","wuzz"
175,"0","funn"
175,"0","lmao"
176,"0","ahh"
177,"0","ahh"
177,"0","cookies"
178,"0","love"
178,"0","em"
178,"0","justin"
178,"0","bieber"
178,"0","im"
178,"0","perfer"
179,"0","wow"
179,"0","yrs"
179,"0","gorgeous"
179,"0","language"
179,"0","love"
179,"0","learnin"
179,"0","haha"
179,"0","newbie"
180,"0","alejandro"
180,"0","lady"
180,"0","gaga"
181,"0","alien"
181,"0","brains"
181,"0","figure"
181,"0","haha"
182,"0","time"
182,"0","haha"
182,"0","comfy"
183,"0","thee"
183,"0","twilight"
183,"0","books"
183,"0","chuz"
183,"0","mula"
183,"0","baby"
184,"0","babay"
185,"0","time"
185,"0","idea"
185,"0","love"
185,"0","comedy"
185,"0","movies"
185,"0","watch"
185,"0","pretty"
186,"0","rig"
186,"0","tyy"
187,"0","sleep"
188,"0","polly"
189,"0","polly"
189,"0","funny"
190,"0","alrightt"
191,"0","alrighty"
192,"0","haha"
192,"0","didnt"
192,"0","answer"
192,"0","night"
192,"0","half"
192,"0","asleep"
192,"0","called"
193,"0","bb"
194,"0","eagle"
194,"0","definantly"
195,"0","advice"
196,"0","time"
196,"0","doin"
196,"0","forget"
196,"0","im"
196,"0","counting"
196,"0","time"
196,"0","im"
196,"0","dang"
196,"0","haha"
197,"0","jennifer"
197,"0","lopez"
197,"0","haha"
198,"0","thai"
198,"0","spicyr"
198,"0","mexicanr"
198,"0","veggies"
198,"0","grapes"
198,"0","strawberries"
198,"0","fruit"
198,"0","har"
198,"0","rice"
198,"0","love"
198,"0","food"
198,"0","btw"
199,"0","apple"
200,"0","april"
201,"0","april"
201,"0","sisterr"
201,"0","timothy"
201,"0","boyfriendr"
201,"0","dad"
201,"0","ber"
201,"0","april"
201,"0","handle"
202,"0","lonely"
202,"0","boy"
203,"0","anonymous"
204,"0","ariel"
204,"0","definantly"
205,"0","aries"
206,"0","friendsbut"
206,"0","doesnt"
207,"0","ashlee"
207,"0","florida"
208,"0","daddy"
209,"0","night"
209,"0","climb"
209,"0","bed"
209,"0","clean"
210,"0","time"
210,"0","wh"
210,"0","lol"
211,"0","ate"
212,"0","atm"
212,"0","rue"
212,"0","forever"
213,"0","audrey"
213,"0","hepburn"
214,"0","awee"
214,"0","gonna"
214,"0","hand"
214,"0","mee"
214,"0","lol"
215,"0","awhh"
215,"0","love"
215,"0","ur"
215,"0","earrings"
216,"0","awhh"
216,"0","husband"
217,"0","aw"
218,"0","aw"
218,"0","jordy"
219,"0","aw"
219,"0","idk"
219,"0","people"
219,"0","im"
219,"0","pretty"
219,"0","haha"
219,"0","im"
219,"0","special"
219,"0","brings"
219,"0","im"
219,"0","fishing"
219,"0","compliments"
219,"0","im"
219,"0","litterally"
219,"0","idk"
219,"0","commented"
219,"0","people"
219,"0","life"
219,"0","stay"
219,"0","mine"
219,"0","obliously"
220,"0","aww"
220,"0","ton"
220,"0","honestly"
221,"0","aww"
221,"0","thankss"
221,"0","yuu"
221,"0","aree"
222,"0","aww"
222,"0","yuh"
222,"0","jacob"
222,"0","ur"
222,"0","nice"
222,"0","bestie"
222,"0","yuh"
223,"0","reminded"
223,"0","wtch"
223,"0","bhut"
223,"0","love"
223,"0","mike"
223,"0","pplz"
223,"0","wrong"
223,"0","bout"
223,"0","letting"
223,"0","katie"
223,"0","argh"
224,"0","babaysitting"
224,"0","lawn"
224,"0","mowing"
224,"0","age"
224,"0","legal"
224,"0","job"
224,"0","gold"
224,"0","star"
224,"0","chili"
224,"0","restuarant"
226,"0","bad"
226,"0","world"
226,"0","bees"
226,"0","die"
226,"0","yrsthats"
226,"0","bad"
226,"0","save"
226,"0","bees"
227,"0","bahah"
227,"0","yup"
227,"0","im"
227,"0","gonna"
227,"0","fuckign"
227,"0","world"
227,"0","lol"
228,"0","bahaha"
228,"0","doubt"
229,"0","bahaha"
229,"0","idk"
229,"0","whats"
229,"0","goin"
230,"0","baptist"
231,"0","bash"
231,"0","head"
231,"0","wall"
231,"0","hahaha"
232,"0","bath"
232,"0","body"
234,"0","beach"
235,"0","beac"
236,"0","beatles"
237,"0","banks"
237,"0","trees"
238,"0","questions"
238,"0","dont"
238,"0","delete"
238,"0","formspring"
239,"0","myspace"
239,"0","dead"
239,"0","fb"
239,"0","overrated"
239,"0","expand"
239,"0","brain"
239,"0","powers"
240,"0","amazing"
240,"0","person"
240,"0","hope"
240,"0","agree"
240,"0","quotclose"
240,"0","friendsquot"
241,"0","people"
241,"0","revolve"
241,"0","theyre"
241,"0","lives"
241,"0","cellulars"
241,"0","pathetic"
243,"0","dont"
243,"0","care"
244,"0","feel"
244,"0","love"
244,"0","dont"
244,"0","understand"
244,"0","people"
244,"0","confusing"
244,"0","biazillion"
244,"0","people"
244,"0","world"
244,"0","meet"
244,"0","fall"
244,"0","love"
244,"0","withwhy"
244,"0","individual"
245,"0","supposed"
245,"0","aware"
245,"0","potentially"
245,"0","hit"
245,"0","headtherefore"
245,"0","quickly"
245,"0","aware"
246,"0","control"
246,"0","peoples"
246,"0","hahahha"
247,"0","fly"
247,"0","time"
247,"0","hahahha"
248,"0","hide"
248,"0","feelings"
249,"0","bored"
249,"0","formspring"
249,"0","hahha"
249,"0","jk"
249,"0","listening"
249,"0","nagging"
249,"0","hate"
249,"0","nagging"
250,"0","bien"
250,"0","spanish"
250,"0","hahaha"
250,"0","musta"
251,"0","blah"
252,"0","bla"
253,"0","bloody"
253,"0","mary"
253,"0","sur"
254,"0","boiled"
254,"0","eggs"
254,"0","hahaha"
255,"0","bomb"
255,"0","white"
255,"0","house"
256,"0","book"
260,"0","love"
260,"0","tea"
261,"0","usua"
262,"0","hahaha"
262,"0","aliens"
262,"0","crazy"
262,"0","green"
262,"0","martians"
262,"0","lasers"
262,"0","eyes"
262,"0","slime"
262,"0","coming"
262,"0","headsbut"
262,"0","form"
262,"0","planet"
262,"0","galaxy"
262,"0","aliens"
262,"0","zombies"
262,"0","itll"
262,"0","generation"
262,"0","kids"
262,"0","generation"
262,"0","hopefu"
262,"0","itll"
262,"0","genetic"
262,"0","mutation"
262,"0","takes"
262,"0","brainthat"
262,"0","created"
262,"0","idiot"
262,"0","scientist"
262,"0","government"
262,"0","country"
262,"0","blahh"
262,"0","bullshit"
262,"0","itll"
262,"0","control"
262,"0","daysomehow"
262,"0","itll"
262,"0","start"
262,"0","slowly"
262,"0","taking"
262,"0","hold"
262,"0","society"
263,"0","lol"
263,"0","jk"
264,"0","brown"
265,"0","bruno"
266,"0","brush"
266,"0","teeth"
267,"0","brussel"
267,"0","srouts"
267,"0","yuckie"
267,"0","bhut"
267,"0","love"
267,"0","cabbage"
267,"0","theyre"
267,"0","mini"
267,"0","cabbages"
267,"0","lmao"
268,"0","buncha"
268,"0","dream"
268,"0","questionshahaha"
268,"0","mix"
268,"0","real"
268,"0","nonrealisticmostly"
268,"0","weird"
269,"0","buncha"
269,"0","bunch"
270,"0","bust"
271,"0","likee"
272,"0","ill"
272,"0","gotta"
272,"0","coronas"
272,"0","bahaha"
272,"0","jk"
272,"0","favorite"
272,"0","drink"
272,"0","dr"
272,"0","pepper"
273,"0","cajun"
273,"0","turkey"
273,"0","melted"
273,"0","pepperjack"
273,"0","cheese"
273,"0","lettuce"
273,"0","tomatoe"
273,"0","miracle"
273,"0","whip"
273,"0","lightly"
273,"0","spread"
273,"0","pickles"
273,"0","cucumber"
273,"0","colby"
273,"0","cheese"
273,"0","sliced"
273,"0","circle"
273,"0","ampamp"
273,"0","layered"
273,"0","perfectly"
273,"0","toasted"
273,"0","wheat"
273,"0","honey"
273,"0","oats"
273,"0","bun"
273,"0","deliciousness"
274,"0","call"
274,"0","haha"
274,"0","jks"
274,"0","sero"
274,"0","iim"
274,"0","boredr"
274,"0","pedo"
275,"0","call"
275,"0","duty"
275,"0","modern"
275,"0","warfare"
276,"0","call"
276,"0","police"
276,"0","prolly"
277,"0","car"
277,"0","accident"
278,"0","carrie"
278,"0","underwood"
278,"0","concert"
278,"0","awesome"
279,"0","called"
279,"0","banana"
279,"0","love"
279,"0","bananas"
280,"0","violence"
280,"0","kids"
280,"0","thathahah"
281,"0","cedar"
282,"0","cheesecake"
282,"0","cheesecake"
282,"0","raspberry"
282,"0","swirl"
282,"0","cheesecake"
283,"0","cheetos"
283,"0","soo"
283,"0","cheese"
284,"0","chicken"
285,"0","chicken"
285,"0","salad"
286,"0","chicken"
286,"0","veggie"
286,"0","penne"
286,"0","amazingg"
287,"0","chocolate"
287,"0","bahah"
288,"0","chocolate"
289,"0","chri"
289,"0","hahahahah"
289,"0","chantelle"
289,"0","alesha"
289,"0","kailee"
289,"0","tori"
289,"0","lmfao"
289,"0","idd"
290,"0","christofer"
290,"0","drew"
290,"0","sister"
291,"0","cleve"
292,"0","closed"
293,"0","comedy"
295,"0","comfortness"
296,"0","committed"
296,"0","girl"
297,"0","complete"
297,"0","silence"
297,"0","darkness"
298,"0","cool"
298,"0","byee"
299,"0","cool"
300,"0","cooling"
301,"0","correctionsexits"
301,"0","rape"
301,"0","enjoy"
301,"0","lol"
302,"0","cottage"
302,"0","cheese"
302,"0","colby"
302,"0","cheese"
302,"0","string"
302,"0","cheese"
303,"0","cough"
303,"0","drops"
303,"0","deodorant"
303,"0","glasses"
304,"0","couple"
304,"0","times"
304,"0","car"
304,"0","accident"
304,"0","lanes"
304,"0","traffic"
304,"0","heavy"
304,"0","rain"
304,"0","spinning"
304,"0","car"
304,"0","hit"
304,"0","crazy"
305,"0","covers"
305,"0","favorite"
305,"0","guy"
306,"0","crap"
306,"0","hard"
306,"0","haha"
306,"0","umm"
306,"0","quotpeople"
306,"0","inspirationquot"
306,"0","song"
307,"0","craziest"
307,"0","havent"
307,"0","raccoon"
308,"0","crazyness"
309,"0","creative"
310,"0","creepy"
310,"0","people"
311,"0","cremated"
311,"0","wanna"
311,"0","spread"
311,"0","ocean"
312,"0","crude"
313,"0","cucumbers"
313,"0","viniger"
314,"0","frequency"
315,"0","camaror"
315,"0","beas"
316,"0","cuz"
316,"0","fucking"
316,"0","diva"
317,"0","cuz"
317,"0","deep"
317,"0","sleepers"
317,"0","haha"
319,"0","dancing"
319,"0","singing"
319,"0","giving"
319,"0","spreading"
319,"0","happiness"
319,"0","sweet"
319,"0","nothings"
319,"0","random"
319,"0","people"
319,"0","day"
320,"0","dane"
320,"0","cook"
321,"0","dang"
321,"0","ago"
322,"0","dang"
322,"0","peter"
322,"0","pan"
323,"0","dare"
324,"0","dark"
324,"0","vampire"
324,"0","vampire"
325,"0","dat"
325,"0","hottboi"
325,"0","mikey"
326,"0","deffinatly"
326,"0","poeple"
326,"0","kinda"
326,"0","stuck"
326,"0","school"
327,"0","deffo"
327,"0","star"
327,"0","girls"
328,"0","definantly"
328,"0","im"
328,"0","thrill"
328,"0","seeker"
329,"0","definantly"
330,"0","definantly"
330,"0","havent"
330,"0","found"
331,"0","depends"
332,"0","depends"
332,"0","close"
332,"0","time"
333,"0","depends"
333,"0","country"
333,"0","id"
333,"0","figure"
333,"0","belonged"
333,"0","spend"
334,"0","depends"
334,"0","question"
335,"0","depends"
335,"0","restaurants"
335,"0","policies"
336,"0","depends"
336,"0","theyre"
336,"0","cooking"
336,"0","dad"
336,"0","makes"
336,"0","amazing"
336,"0","lasagna"
336,"0","chili"
336,"0","veggie"
336,"0","soup"
336,"0","ma"
336,"0","makes"
336,"0","awesome"
336,"0","fried"
336,"0","chicken"
336,"0","wedges"
336,"0","mashes"
336,"0","taters"
336,"0","baked"
336,"0","hamoh"
337,"0","dependss"
338,"0","classes"
339,"0","didnt"
340,"0","dina"
341,"0","dina"
342,"0","dirt"
343,"0","dirt"
343,"0","god"
343,"0","dirt"
343,"0","dirt"
343,"0","dont"
343,"0","hurt"
344,"0","disco"
344,"0","time"
